Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
On the Waterfront,1954,Approved,22 Jun 1954,108 min,"Crime, Drama, Thriller",Elia Kazan,"Budd Schulberg, Malcolm Johnson, Robert Siodmak","Marlon Brando, Karl Malden, Lee J. Cobb","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",English,United States,Won 8 Oscars. 30 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,99%,91,8.1,"153,440",tt0047296,movie,23 Oct 2001,N/A,N/A,N/A,True
On the Waterfront,1954,Approved,22 Jun 1954,108 min,"Crime, Drama, Thriller",Elia Kazan,"Budd Schulberg, Malcolm Johnson, Robert Siodmak","Marlon Brando, Karl Malden, Lee J. Cobb","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",English,United States,Won 8 Oscars. 30 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Metacritic,91/100,91,8.1,"153,440",tt0047296,movie,23 Oct 2001,N/A,N/A,N/A,True
From Here to Eternity,1953,Passed,28 Aug 1953,118 min,"Drama, Romance, War",Fred Zinnemann,"Daniel Taradash, James Jones","Burt Lancaster, Montgomery Clift, Deborah Kerr","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",English,United States,Won 8 Oscars. 25 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,Internet Movie Database,7.6/10,85,7.6,"46,824",tt0045793,movie,04 Mar 2003,"$36,416",N/A,N/A,True
From Here to Eternity,1953,Passed,28 Aug 1953,118 min,"Drama, Romance, War",Fred Zinnemann,"Daniel Taradash, James Jones","Burt Lancaster, Montgomery Clift, Deborah Kerr","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",English,United States,Won 8 Oscars. 25 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,Rotten Tomatoes,88%,85,7.6,"46,824",tt0045793,movie,04 Mar 2003,"$36,416",N/A,N/A,True
From Here to Eternity,1953,Passed,28 Aug 1953,118 min,"Drama, Romance, War",Fred Zinnemann,"Daniel Taradash, James Jones","Burt Lancaster, Montgomery Clift, Deborah Kerr","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",English,United States,Won 8 Oscars. 25 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,Metacritic,85/100,85,7.6,"46,824",tt0045793,movie,04 Mar 2003,"$36,416",N/A,N/A,True
The Greatest Show on Earth,1952,Passed,01 May 1952,152 min,"Drama, Family, Romance",Cecil B. DeMille,"Fredric M. Frank, Barré Lyndon, Theodore St. John","James Stewart, Charlton Heston, Betty Hutton","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.","English, Russian",United States,Won 2 Oscars. 9 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMzg5MWIyMjItYWMyYS00YTFjLWFlZGMtZTJkNzgyY2VmY2U2XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_SX300.jpg,Internet Movie Database,6.6/10,N/A,6.6,"14,544",tt0044672,movie,06 Apr 2004,"$36,000,000",N/A,N/A,True
The Greatest Show on Earth,1952,Passed,01 May 1952,152 min,"Drama, Family, Romance",Cecil B. DeMille,"Fredric M. Frank, Barré Lyndon, Theodore St. John","James Stewart, Charlton Heston, Betty Hutton","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.","English, Russian",United States,Won 2 Oscars. 9 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMzg5MWIyMjItYWMyYS00YTFjLWFlZGMtZTJkNzgyY2VmY2U2XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_SX300.jpg,Rotten Tomatoes,50%,N/A,6.6,"14,544",tt0044672,movie,06 Apr 2004,"$36,000,000",N/A,N/A,True
An American in Paris,1951,Passed,11 Nov 1951,114 min,"Drama, Musical, Romance",Vincente Minnelli,Alan Jay Lerner,"Gene Kelly, Leslie Caron, Oscar Levant",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.2/10,83,7.2,"33,756",tt0043278,movie,02 Dec 2004,"$267,824",N/A,N/A,True
An American in Paris,1951,Passed,11 Nov 1951,114 min,"Drama, Musical, Romance",Vincente Minnelli,Alan Jay Lerner,"Gene Kelly, Leslie Caron, Oscar Levant",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,96%,83,7.2,"33,756",tt0043278,movie,02 Dec 2004,"$267,824",N/A,N/A,True
An American in Paris,1951,Passed,11 Nov 1951,114 min,"Drama, Musical, Romance",Vincente Minnelli,Alan Jay Lerner,"Gene Kelly, Leslie Caron, Oscar Levant",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Metacritic,83/100,83,7.2,"33,756",tt0043278,movie,02 Dec 2004,"$267,824",N/A,N/A,True
All About Eve,1950,Passed,27 Oct 1950,138 min,Drama,Joseph L. Mankiewicz,"Joseph L. Mankiewicz, Mary Orr","Bette Davis, Anne Baxter, George Sanders",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"English, French",United States,Won 6 Oscars. 26 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg,Internet Movie Database,8.2/10,98,8.2,"130,087",tt0042192,movie,05 Feb 2004,"$63,463",N/A,N/A,True
All About Eve,1950,Passed,27 Oct 1950,138 min,Drama,Joseph L. Mankiewicz,"Joseph L. Mankiewicz, Mary Orr","Bette Davis, Anne Baxter, George Sanders",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"English, French",United States,Won 6 Oscars. 26 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg,Rotten Tomatoes,99%,98,8.2,"130,087",tt0042192,movie,05 Feb 2004,"$63,463",N/A,N/A,True
All About Eve,1950,Passed,27 Oct 1950,138 min,Drama,Joseph L. Mankiewicz,"Joseph L. Mankiewicz, Mary Orr","Bette Davis, Anne Baxter, George Sanders",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"English, French",United States,Won 6 Oscars. 26 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg,Metacritic,98/100,98,8.2,"130,087",tt0042192,movie,05 Feb 2004,"$63,463",N/A,N/A,True
Gentleman's Agreement,1947,Not Rated,01 Mar 1948,118 min,"Drama, Romance",Elia Kazan,"Laura Z. Hobson, Moss Hart, Elia Kazan","Gregory Peck, Dorothy McGuire, John Garfield","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",English,United States,Won 3 Oscars. 12 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.2/10,N/A,7.2,"16,391",tt0039416,movie,02 Mar 2004,N/A,N/A,N/A,True
Gentleman's Agreement,1947,Not Rated,01 Mar 1948,118 min,"Drama, Romance",Elia Kazan,"Laura Z. Hobson, Moss Hart, Elia Kazan","Gregory Peck, Dorothy McGuire, John Garfield","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",English,United States,Won 3 Oscars. 12 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,76%,N/A,7.2,"16,391",tt0039416,movie,02 Mar 2004,N/A,N/A,N/A,True
The Best Years of Our Lives,1946,Approved,29 May 1947,170 min,"Drama, Romance, War",William Wyler,"Robert E. Sherwood, MacKinlay Kantor","Myrna Loy, Dana Andrews, Fredric March","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",English,United States,Won 7 Oscars. 21 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.1/10,93,8.1,"63,614",tt0036868,movie,18 Jul 2000,"$23,650,000",N/A,N/A,True
The Best Years of Our Lives,1946,Approved,29 May 1947,170 min,"Drama, Romance, War",William Wyler,"Robert E. Sherwood, MacKinlay Kantor","Myrna Loy, Dana Andrews, Fredric March","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",English,United States,Won 7 Oscars. 21 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Rotten Tomatoes,98%,93,8.1,"63,614",tt0036868,movie,18 Jul 2000,"$23,650,000",N/A,N/A,True
The Best Years of Our Lives,1946,Approved,29 May 1947,170 min,"Drama, Romance, War",William Wyler,"Robert E. Sherwood, MacKinlay Kantor","Myrna Loy, Dana Andrews, Fredric March","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",English,United States,Won 7 Oscars. 21 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Metacritic,93/100,93,8.1,"63,614",tt0036868,movie,18 Jul 2000,"$23,650,000",N/A,N/A,True
The Lost Weekend,1945,Passed,01 Jan 1946,101 min,"Drama, Film-Noir",Billy Wilder,"Charles R. Jackson, Charles Brackett, Billy Wilder","Ray Milland, Jane Wyman, Phillip Terry",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,English,United States,Won 4 Oscars. 16 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,Internet Movie Database,7.9/10,N/A,7.9,"36,860",tt0037884,movie,01 Feb 2005,N/A,N/A,N/A,True
The Lost Weekend,1945,Passed,01 Jan 1946,101 min,"Drama, Film-Noir",Billy Wilder,"Charles R. Jackson, Charles Brackett, Billy Wilder","Ray Milland, Jane Wyman, Phillip Terry",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,English,United States,Won 4 Oscars. 16 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,Rotten Tomatoes,97%,N/A,7.9,"36,860",tt0037884,movie,01 Feb 2005,N/A,N/A,N/A,True
Going My Way,1944,Passed,02 Oct 1944,126 min,"Comedy, Drama, Music",Leo McCarey,"Frank Butler, Frank Cavett, Leo McCarey","Bing Crosby, Barry Fitzgerald, Frank McHugh","When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.",English,United States,Won 7 Oscars. 19 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.0/10,N/A,7.0,"11,964",tt0036872,movie,06 Feb 2007,"$16,300,000",N/A,N/A,True
Going My Way,1944,Passed,02 Oct 1944,126 min,"Comedy, Drama, Music",Leo McCarey,"Frank Butler, Frank Cavett, Leo McCarey","Bing Crosby, Barry Fitzgerald, Frank McHugh","When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.",English,United States,Won 7 Oscars. 19 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,81%,N/A,7.0,"11,964",tt0036872,movie,06 Feb 2007,"$16,300,000",N/A,N/A,True
Casablanca,1942,PG,23 Jan 1943,102 min,"Drama, Romance, War",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein, Howard Koch","Humphrey Bogart, Ingrid Bergman, Paul Henreid",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"English, French, German, Italian",United States,Won 3 Oscars. 10 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Internet Movie Database,8.5/10,100,8.5,"563,403",tt0034583,movie,17 Nov 1998,"$4,219,709",N/A,N/A,True
Casablanca,1942,PG,23 Jan 1943,102 min,"Drama, Romance, War",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein, Howard Koch","Humphrey Bogart, Ingrid Bergman, Paul Henreid",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"English, French, German, Italian",United States,Won 3 Oscars. 10 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Rotten Tomatoes,99%,100,8.5,"563,403",tt0034583,movie,17 Nov 1998,"$4,219,709",N/A,N/A,True
Casablanca,1942,PG,23 Jan 1943,102 min,"Drama, Romance, War",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein, Howard Koch","Humphrey Bogart, Ingrid Bergman, Paul Henreid",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"English, French, German, Italian",United States,Won 3 Oscars. 10 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Metacritic,100/100,100,8.5,"563,403",tt0034583,movie,17 Nov 1998,"$4,219,709",N/A,N/A,True
Mrs. Miniver,1942,Not Rated,01 Dec 1942,134 min,"Drama, Romance, War",William Wyler,"Arthur Wimperis, George Froeschel, James Hilton","Greer Garson, Walter Pidgeon, Teresa Wright",A British family struggles to survive the first months of World War II.,"English, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.6/10,N/A,7.6,"17,714",tt0035093,movie,03 Feb 2004,N/A,N/A,N/A,True
Mrs. Miniver,1942,Not Rated,01 Dec 1942,134 min,"Drama, Romance, War",William Wyler,"Arthur Wimperis, George Froeschel, James Hilton","Greer Garson, Walter Pidgeon, Teresa Wright",A British family struggles to survive the first months of World War II.,"English, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,95%,N/A,7.6,"17,714",tt0035093,movie,03 Feb 2004,N/A,N/A,N/A,True
How Green Was My Valley,1941,Passed,09 Apr 1942,118 min,"Drama, Family",John Ford,"Philip Dunne, Richard Llewellyn","Walter Pidgeon, Maureen O'Hara, Anna Lee","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","English, Welsh",United States,Won 5 Oscars. 13 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.7/10,88,7.7,"24,175",tt0033729,movie,07 Mar 2000,N/A,N/A,N/A,True
How Green Was My Valley,1941,Passed,09 Apr 1942,118 min,"Drama, Family",John Ford,"Philip Dunne, Richard Llewellyn","Walter Pidgeon, Maureen O'Hara, Anna Lee","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","English, Welsh",United States,Won 5 Oscars. 13 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,89%,88,7.7,"24,175",tt0033729,movie,07 Mar 2000,N/A,N/A,N/A,True
How Green Was My Valley,1941,Passed,09 Apr 1942,118 min,"Drama, Family",John Ford,"Philip Dunne, Richard Llewellyn","Walter Pidgeon, Maureen O'Hara, Anna Lee","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","English, Welsh",United States,Won 5 Oscars. 13 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Metacritic,88/100,88,7.7,"24,175",tt0033729,movie,07 Mar 2000,N/A,N/A,N/A,True
Rebecca,1940,Approved,12 Apr 1940,130 min,"Drama, Film-Noir, Mystery",Alfred Hitchcock,"Daphne Du Maurier, Robert E. Sherwood, Joan Harrison","Laurence Olivier, Joan Fontaine, George Sanders",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"English, French",United States,Won 2 Oscars. 7 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.1/10,86,8.1,"135,943",tt0032976,movie,14 Oct 2008,N/A,N/A,N/A,True
Rebecca,1940,Approved,12 Apr 1940,130 min,"Drama, Film-Noir, Mystery",Alfred Hitchcock,"Daphne Du Maurier, Robert E. Sherwood, Joan Harrison","Laurence Olivier, Joan Fontaine, George Sanders",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"English, French",United States,Won 2 Oscars. 7 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,99%,86,8.1,"135,943",tt0032976,movie,14 Oct 2008,N/A,N/A,N/A,True
Rebecca,1940,Approved,12 Apr 1940,130 min,"Drama, Film-Noir, Mystery",Alfred Hitchcock,"Daphne Du Maurier, Robert E. Sherwood, Joan Harrison","Laurence Olivier, Joan Fontaine, George Sanders",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"English, French",United States,Won 2 Oscars. 7 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Metacritic,86/100,86,8.1,"135,943",tt0032976,movie,14 Oct 2008,N/A,N/A,N/A,True
Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell",The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,English,United States,Won 8 Oscars. 21 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Internet Movie Database,8.2/10,97,8.2,"311,535",tt0031381,movie,17 Nov 2009,"$200,882,193",N/A,N/A,True
Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell",The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,English,United States,Won 8 Oscars. 21 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Rotten Tomatoes,90%,97,8.2,"311,535",tt0031381,movie,17 Nov 2009,"$200,882,193",N/A,N/A,True
Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell",The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,English,United States,Won 8 Oscars. 21 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Metacritic,97/100,97,8.2,"311,535",tt0031381,movie,17 Nov 2009,"$200,882,193",N/A,N/A,True
You Can't Take It with You,1938,Passed,29 Sep 1938,126 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin, George S. Kaufman, Moss Hart","Jean Arthur, James Stewart, Lionel Barrymore","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","English, Russian",United States,Won 2 Oscars. 2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,7.8/10,N/A,7.8,"25,695",tt0030993,movie,18 Nov 2008,N/A,N/A,N/A,True
You Can't Take It with You,1938,Passed,29 Sep 1938,126 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin, George S. Kaufman, Moss Hart","Jean Arthur, James Stewart, Lionel Barrymore","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","English, Russian",United States,Won 2 Oscars. 2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Rotten Tomatoes,95%,N/A,7.8,"25,695",tt0030993,movie,18 Nov 2008,N/A,N/A,N/A,True
The Life of Emile Zola,1937,Passed,02 Oct 1937,116 min,"Biography, Drama",William Dieterle,"Norman Reilly Raine, Heinz Herald, Geza Herczeg","Paul Muni, Gale Sondergaard, Joseph Schildkraut",The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfus Affair.,English,United States,Won 3 Oscars. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,Internet Movie Database,7.2/10,N/A,7.2,"8,238",tt0029146,movie,29 Jan 2013,N/A,N/A,N/A,True
The Life of Emile Zola,1937,Passed,02 Oct 1937,116 min,"Biography, Drama",William Dieterle,"Norman Reilly Raine, Heinz Herald, Geza Herczeg","Paul Muni, Gale Sondergaard, Joseph Schildkraut",The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfus Affair.,English,United States,Won 3 Oscars. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,Rotten Tomatoes,83%,N/A,7.2,"8,238",tt0029146,movie,29 Jan 2013,N/A,N/A,N/A,True
